Filename,Compressed Filename,Original Size (KB),Compressed Size (KB),Hex Digest
customers-1000_4.csv,PyBak_20250424143524_customers-1000_4.csv.gz,171.2 kB,83.3 kB,318d4b8503bfd81d4c171d2797fc415028316a2f45053c2102a3edba4d911bc7
